Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,SUBJECT:,SECTION:,COURSE SCHEDULE,I can easily log-in and log-out my Canvas account.,I can access my course using the mobile Canvas app.,I can access my Canvas account using the available computers in JRU.,I have no issues accessing my Canvas account using JRU's wifi connection.,I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories.,I can easily get help when I have problems with my Canvas account.,I can access my Canvas account outside JRU.,I can clearly understand the lessons on my Canvas modules.,I recognize that the modules in my course are well organized.,I can easily manage the navigation of the courses through the desktop version.,I can easily manage the navigation of the courses through the mobile app.,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,I understand the lessons better with the help of course materials in Canvas.,Canvas course materials make me interested.,The course materials on Canvas helped me prepare for:,,,,My instructor knows how to use Canvas.,My instructor demonstrated mastery of the subject matter.,My instructor encourages me to use Canvas.,Canvas has made it easy for me to:,,,"I can answer the assessment materials (quiz, exam) posted in Canvas.",I find the course materials on Canvas aligned with the:,,,I have been give enough time to accomplish the activities on Canvas.,What I like best in Canvas is/are:,What I like least in Canvas is/are:,I would like to suggest:
10894056267,241444183,2019-07-31 10:36:33,2019-07-31 10:38:13,180.191.171.11,,,,2109,FOS C101 - Strategies for Academic Success in College,BSA 105A,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,"During examination, it should not have a Batch 1 and Batch 2 and also there should be no other sections who are inside the examination room."
10894054590,241444183,2019-07-31 10:35:01,2019-07-31 10:43:57,114.108.241.58,,,,2110,PHI C102- Ethics,105X,12:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The modules and announcement.,Poor connection at home and school,
10894053027,241444183,2019-07-31 10:34:01,2019-07-31 10:36:13,180.191.171.11,,,,2111,HIS C101- Readings in Philippine History,BSA 105A,07:30 AM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,,"During examination, it should not have a Batch 1 and Batch 2 and also there should be no other sections who are inside the examination room."
10894051967,241444183,2019-07-31 10:32:56,2019-07-31 10:39:37,114.108.241.58,,,,2112,HIS C101- Readings in Philippine History,101-F,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,lesson,tou much activities and deadlines.,to put at the powerpoint presentation and summaries discussion.
10894051930,241444183,2019-07-31 10:32:07,2019-07-31 10:43:46,114.108.241.58,,,,2113,PHI C102- Ethics,105X,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,We can open the lesson anytime.,"When some of the students doesn't have internet connection at home, they cannot access to their canvas easily and pass their works on time.",
10894050479,241444183,2019-07-31 10:32:43,2019-07-31 10:43:02,112.201.10.140,,,,2114,ENG C101- Purposive Communication,Bsa 101 A,12:00 PM,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,,,
10894049517,241444183,2019-07-31 10:32:00,2019-07-31 10:33:14,112.205.29.245,,,,2115,FOS C101 - Strategies for Academic Success in College,103S,03:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10894047921,241444183,2019-07-31 10:30:55,2019-07-31 10:33:40,180.191.171.11,,,,2116,ENG C101- Purposive Communication,BSA 105A,07:30 AM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,,,"In this subject, the modules are not well organized. My instructor told us to answer the quizzes but it was locked."
10894042185,241444183,2019-07-31 10:26:04,2019-07-31 10:30:51,112.205.29.245,,,,2117,PHI C102- Ethics,103S,03:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10894040751,241444183,2019-07-31 10:23:45,2019-07-31 10:30:23,180.191.171.11,,,,2118,NST C101- National Service Training Program 1,BSA 105A,08:30 AM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,The easy access on quizzes and assignments.,,"During examination, it should not have a Batch 1 and Batch 2 and also there should be no other sections who are inside the examination room."
10894031620,241444183,2019-07-31 10:19:53,2019-07-31 10:22:12,114.108.241.58,,,,2119,FOS C101 - Strategies for Academic Success in College,104i,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,accesible,app optimization on apple devices,better app optimization on apple devices
10894026878,241444183,2019-07-31 10:16:55,2019-07-31 10:18:52,114.198.144.38,,,,2120,FOS C101 - Strategies for Academic Success in College,102p,09:00 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10894021788,241444183,2019-07-31 10:12:48,2019-07-31 10:16:30,114.198.144.38,,,,2121,HIS C101- Readings in Philippine History,102p,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,The professor must discuss the lesson written on the canvas. Don't rely on the canvas (only).
10894021737,241444183,2019-07-31 10:12:24,2019-07-31 10:18:38,114.108.241.58,,,,2122,HIS C101- Readings in Philippine History,104i,07:30 AM,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,the system,the notification is delayed,better optimization on apple devices
10894018195,241444183,2019-07-31 10:10:37,2019-07-31 10:12:23,114.198.144.38,,,,2123,ENG C101- Purposive Communication,102p,01:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10894014272,241444183,2019-07-31 10:08:20,2019-07-31 10:10:16,114.198.144.38,,,,2124,NST C101- National Service Training Program 1,102p,11:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Organized module,,
10894008928,241444183,2019-07-31 10:04:42,2019-07-31 10:07:57,114.198.144.38,,,,2125,PHI C102- Ethics,103p,03:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Organized module,,The professor must discuss the lesson written on the canvas. Don't rely on the canvas (only).
10894002378,241444183,2019-07-31 10:00:51,2019-07-31 10:05:19,114.198.144.38,,,,2126,HIS C101- Readings in Philippine History,101F,09:00 AM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Activities,Do the lessons in PowerPoint presentation
10893998169,241444183,2019-07-31 09:57:49,2019-07-31 10:00:01,203.87.129.160,,,,2127,HIS C101- Readings in Philippine History,101M,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10893994181,241444183,2019-07-31 09:54:22,2019-07-31 10:06:53,175.176.18.157,,,,2128,NST C101- National Service Training Program 1,101-M,08:30 AM,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Technically nothing,"Honestly the term to use Canvas is I hate because not all students has wifi or data connection, not all students has mobile phone or laptop, some of my instructors is new to Canvas they don't know how to use it but they kept telling us to answer the acitivities but we can't because they don't give codes, some instructors don't follow the syllabus on Canvas, and some of the ppt we can't understand because it can't be discuss by us or sometimes discussion face to face is not enough with just 1 hour and 30 mins.","I would suggest that remove Canvas and make time or organize schedule face to face, it's better to follow the traditional learning than following the 21st century technology to learn."
10893985008,241444183,2019-07-31 09:48:40,2019-07-31 09:58:05,114.198.144.38,,,,2129,HIS C101- Readings in Philippine History,101F,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,accessible,too many activities needed to pass,to put all the lessons in a PowerPoint Presentation so that it will be easier for the students to summarize the important terms in each slides.
10893979008,241444183,2019-07-31 09:42:43,2019-07-31 09:49:20,114.108.241.58,,,,2130,HIS C301 - Life and Works of Rizal,BSIT2-4 - 204I,01:30 PM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Accessible anywhere,It needs internet connection,Nothing
10893967489,241444183,2019-07-31 09:39:03,2019-07-31 09:40:13,114.198.144.38,,,,2131,PSY C101 - Understanding the Self,102M,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10893954638,241444183,2019-07-31 09:29:58,2019-07-31 09:36:35,175.176.19.153,,,,2132,NST C101- National Service Training Program 1,101F,08:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Easily to access and convenient when it comes to my lessons .,There is no time adjustments when it comes to due dates.,They must spend on the quality of their Wi-Fi connections for us to easily access the canvas
10893953590,241444183,2019-07-31 09:28:31,2019-07-31 09:34:55,175.176.20.238,,,,2133,ENG C101- Purposive Communication,102M,09:00 AM,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,,
10893949874,241444183,2019-07-31 09:27:57,2019-07-31 09:28:59,114.198.144.38,,,,2134,ENG C101- Purposive Communication,102M,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10893944456,241444183,2019-07-31 09:24:02,2019-07-31 09:28:49,203.87.129.160,,,,2135,NST C101- National Service Training Program 1,101M,08:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I can access it outside the school,I can't understand the lessons,prepare a good canvas ppt presentation each subject not an article type
10893944392,241444183,2019-07-31 09:22:46,2019-07-31 09:29:54,110.54.229.72,,,,2136,ENG C101- Purposive Communication,102M,09:00 AM,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,,
10893941526,241444183,2019-07-31 09:17:32,2019-07-31 09:27:52,112.201.5.209,,,,2137,FOS C101 - Strategies for Academic Success in College,BSA-102A,06:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,its easy to accomplish the activities,,"when answering the quizess, they should give us 3 attempt to answer it so that we can get a high score"
10893940764,241444183,2019-07-31 09:20:55,2019-07-31 09:28:24,115.84.238.178,,,,2138,HIS C301 - Life and Works of Rizal,201M,06:00 PM,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,,,
10893940241,241444183,2019-07-31 09:20:39,2019-07-31 09:31:38,175.176.26.11,,,,2139,FOS C101 - Strategies for Academic Success in College,102K,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10893922565,241444183,2019-07-31 09:08:33,2019-07-31 09:21:56,203.160.174.174,,,,2140,ENG C101- Purposive Communication,C101-105I,01:30 PM,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,easy to accomplish some of our tasks given by our instructor,"its not easy for us especially to those students who do not have wifi connection outside the school. We missed some quizzes that given to us when we are in our home, it not easy to access canvas","there is none i suggested anymore, what i am having difficulties is when im outside its just that its not easy to answer when you do not have internet connection"
10893900986,241444183,2019-07-31 08:55:46,2019-07-31 08:59:40,130.105.194.156,,,,2141,NST C101- National Service Training Program 1,101T,08:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,"in this subject, I have no issue using canvas"
10893893013,241444183,2019-07-31 08:50:36,2019-07-31 08:53:31,180.190.54.165,,,,2142,ENG C101- Purposive Communication,102A,10:30 AM,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Accesible modules,Limited features on mobile app,None
10893889184,241444183,2019-07-31 08:47:39,2019-07-31 08:54:42,130.105.194.156,,,,2143,FOS C101 - Strategies for Academic Success in College,101T,09:00 AM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,lessons in canvas in all subjects are very helpful for us students but having the activities online and passing it online is not good for me. I encountered many students didn't find canvas helpful in terms of having and passing activities there
10893889048,241444183,2019-07-31 08:47:42,2019-07-31 08:58:12,112.211.0.236,,,,2144,"NSC C202 - Science, Technology and Society",203I,10:30 AM,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,I'm updated in my incoming quizzes and canvass also I can advance read our lessons here.,"I can understand more our lessons because of the step by step explanation, so I gain more knowledge on it.",to use canvass to the other students so that they can read and review their lessons even they are at home.
