Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44
11035641201,247032279,10/02/2019 14:25,10/02/2019 14:33,114.108.241.58,,,,1819,HIS C301 - Life and Works of Rizal,201ED,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,THE MODULES  HELP ME A LOT ,THE DEADLINE OF THE QUIZ ,
11035635944,247032279,10/02/2019 14:20,10/02/2019 14:31,203.160.174.174,,,,1820,HIS C101- Readings in Philippine History,SP101I,9:30 AM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,i can review the lesson at home,Short time of deadlines,Give more time for the submission of the outputs in canvas
11035624151,247032279,10/02/2019 14:11,10/02/2019 14:12,203.160.174.174,,,,1821,ENG C101- Purposive Communication,105x,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035622490,247032279,10/02/2019 14:09,10/02/2019 14:10,203.160.174.174,,,,1822,FOS C101 - Strategies for Academic Success in College,105x,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035620332,247032279,10/02/2019 14:07,10/02/2019 14:09,114.108.241.58,,,,1823,HIS C101- Readings in Philippine History,SP101H,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,is accessible anywhere,is the late notif,
11035619740,247032279,10/02/2019 14:07,10/02/2019 14:08,203.160.174.174,,,,1824,HIS C101- Readings in Philippine History,105x,10:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035616822,247032279,10/02/2019 14:04,10/02/2019 14:06,203.160.174.174,,,,1825,PHI C102- Ethics,105x,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,,,
11035615191,247032279,10/02/2019 14:02,10/02/2019 14:05,114.108.241.58,,,,1826,HIS C101- Readings in Philippine History,SP101H,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,EASY ACCESS  ,N/A,N/A  
11035614860,247032279,10/02/2019 14:02,10/02/2019 14:04,203.160.174.174,,,,1827,HIS C301 - Life and Works of Rizal,105x,9:00 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035611755,247032279,10/02/2019 13:59,10/02/2019 14:02,203.160.174.174,,,,1828,FOS C101 - Strategies for Academic Success in College,104 TM,1:30 PM,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,,
11035611696,247032279,10/02/2019 13:59,10/02/2019 14:02,114.108.241.58,,,,1829,FOS C101 - Strategies for Academic Success in College,104TM,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,,,
11035611523,247032279,10/02/2019 13:59,10/02/2019 14:01,203.160.174.174,,,,1830,FOS C101 - Strategies for Academic Success in College,htm104,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035609391,247032279,10/02/2019 13:58,10/02/2019 13:59,203.160.174.174,,,,1831,FOS C101 - Strategies for Academic Success in College,bstm104,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11035608355,247032279,10/02/2019 13:57,10/02/2019 13:58,203.160.174.174,,,,1832,FOS C101 - Strategies for Academic Success in College,104TM,1:30 PM,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035608142,247032279,10/02/2019 13:56,10/02/2019 13:59,110.54.203.164,,,,1833,PSY C101 - Understanding the Self,101P,12:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,The aligned courses and the dashboards,The discussion board because we used it sometimes,To make a colorful calendar that we can customized
11035606689,247032279,10/02/2019 13:54,10/02/2019 13:56,114.108.241.58,,,,1834,FOS C101 - Strategies for Academic Success in College,104tm,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11035605783,247032279,10/02/2019 13:54,10/02/2019 13:57,203.160.174.174,,,,1835,FOS C101 - Strategies for Academic Success in College,104TM,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,All the lessons are here in canvas,giving an activities are lock,please if you will be giving an activities please check if its open or lock
11035605381,247032279,10/02/2019 13:53,10/02/2019 13:55,203.160.174.174,,,,1836,FOS C101 - Strategies for Academic Success in College,104TM,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,the calendar,,none
11035605044,247032279,10/02/2019 13:53,10/02/2019 13:55,114.108.241.58,,,,1837,FOS C101 - Strategies for Academic Success in College,bstm104,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11035604902,247032279,10/02/2019 13:52,10/02/2019 13:56,110.54.203.164,,,,1838,PHI C102- Ethics,101P,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,The aligned courses and the dashboards,The discussion board becuase we used it sometimes,To make a colorful calendar that we can customized
11035603036,247032279,10/02/2019 13:51,10/02/2019 13:53,203.160.174.174,,,,1839,FOS C101 - Strategies for Academic Success in College,BSTM 104,1:53 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I can review the quiz before I take it,,
11035602927,247032279,10/02/2019 13:51,10/02/2019 13:53,203.160.174.174,,,,1840,FOS C101 - Strategies for Academic Success in College,104TM,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,accessible to all,lagging,none
11035602720,247032279,10/02/2019 13:51,10/02/2019 13:52,203.160.174.174,,,,1841,FOS C101 - Strategies for Academic Success in College,104TM,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035601955,247032279,10/02/2019 13:50,10/02/2019 13:53,114.108.241.58,,,,1842,FOS C101 - Strategies for Academic Success in College,BSTM-104,1:30 PM,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035601952,247032279,10/02/2019 13:49,10/02/2019 13:52,203.160.174.174,,,,1843,HIS C101- Readings in Philippine History,101k,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,modules,modules,modules
11035601702,247032279,10/02/2019 13:50,10/02/2019 13:52,203.160.174.174,,,,1844,FOS C101 - Strategies for Academic Success in College,BSTM 104,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Easy to access,"Crowded with exams, tests and quizzes",Reduce the crowdiness of giving activities in the canvas
11035601632,247032279,10/02/2019 13:50,10/02/2019 13:54,203.160.174.174,,,,1845,HIS C101- Readings in Philippine History,101k,1:30 PM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,to learn our the subject ,should know the review ,more knowledge 
11035598983,247032279,10/02/2019 13:48,10/02/2019 13:49,114.108.241.58,,,,1846,FOS C101 - Strategies for Academic Success in College,104TM,1:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,aw,
11035598797,247032279,10/02/2019 13:47,10/02/2019 13:50,114.108.241.58,,,,1847,HIS C101- Readings in Philippine History,101-k,1:03 PM,Agree,Agree,Agree,N/A,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,N/A,N/A,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,,,
11035598506,247032279,10/02/2019 13:47,10/02/2019 13:49,114.108.241.58,,,,1848,FOS C101 - Strategies for Academic Success in College,BSTM 104,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035598454,247032279,10/02/2019 13:47,10/02/2019 13:50,114.108.241.58,,,,1849,HIS C101- Readings in Philippine History,101k,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I like in the canvas is the quizess and etc.,,to improve more on time the test and quizess
11035598415,247032279,10/02/2019 13:46,10/02/2019 13:51,114.108.241.58,,,,1850,HIS C101- Readings in Philippine History,SP101H,12:00 AM,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11035598338,247032279,10/02/2019 13:47,10/02/2019 13:48,114.108.241.58,,,,1851,HIS C101- Readings in Philippine History,101K,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,N/A,N/A  
11035598152,247032279,10/02/2019 13:47,10/02/2019 13:48,203.160.174.174,,,,1852,HIS C101- Readings in Philippine History,101K BSBA-Marketing,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11035596835,247032279,10/02/2019 13:45,10/02/2019 13:51,110.54.203.164,,,,1853,NST C101- National Service Training Program 1,101P,8:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,The aligned courses and the dashboards.,The discussion because we used it sometimes,Make the calendar more colorful that we can customized
11035596468,247032279,10/02/2019 13:44,10/02/2019 13:50,203.160.174.174,,,,1854,HIS C101- Readings in Philippine History,101k,1:30 PM,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,to know the reviewer,,
11035596330,247032279,10/02/2019 13:40,10/02/2019 13:47,114.108.241.58,,,,1855,FOS C101 - Strategies for Academic Success in College,BSTM104,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It's very convenient.,Desktop mode is kinda hard to navigate.,Make the desktop version more similar to mobile app version.
11035595452,247032279,10/02/2019 13:44,10/02/2019 13:47,114.108.241.58,,,,1856,HIS C101- Readings in Philippine History,SP101H,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11035595136,247032279,10/02/2019 13:44,10/02/2019 13:45,203.160.174.174,,,,1857,HIS C101- Readings in Philippine History,BSBA MKTG 101K,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,,,
11035595002,247032279,10/02/2019 13:44,10/02/2019 13:46,114.108.241.58,,,,1858,FOS C101 - Strategies for Academic Success in College,104TM,1:30 PM,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035594846,247032279,10/02/2019 13:42,10/02/2019 13:45,203.160.174.174,,,,1859,HIS C101- Readings in Philippine History,101K BSBA-Marketing,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035594736,247032279,10/02/2019 13:42,10/02/2019 13:45,203.160.174.174,,,,1860,FOS C101 - Strategies for Academic Success in College,104,1:30 PM,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035594566,247032279,10/02/2019 13:43,10/02/2019 13:45,203.160.174.174,,,,1861,FOS C101 - Strategies for Academic Success in College,104 TM,1:45 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,,
11035594338,247032279,10/02/2019 13:43,10/02/2019 13:45,203.160.174.174,,,,1862,HIS C101- Readings in Philippine History,101k,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11035594219,247032279,10/02/2019 13:41,10/02/2019 13:45,114.108.241.58,,,,1863,FOS C101 - Strategies for Academic Success in College,104,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
